"","COM_SECT","Posttown","Quotes","HH","QuotesPCT","expPCT","antiSoc_hh","bikeTheft_hh","burglary_hh","damageAndArson_hh","drugs_hh","other_hh","theft_hh","publicOrder_hh","robbery_hh","shoplifting_hh","theftPerson_hh","vehicleCrime_hh","violence_hh","weapons_hh","totalCrimes_hh","fire_hh","falseAlarm_hh","specialService_hh","totalFires_hh"
"119","EC4V 6","EC"," -   ",4,"","0.0003%",1.25,0,1.5,1.25,0.5,0.25,2,0,0.5,0,3,0.25,0.75,1.25,12.5,0,3.5,0.75,4.25
"120","EC4Y 1","EC"," -   ",4,"","0.0003%",1,0.25,0.75,0.25,0.5,0,0.25,0,0.25,0.25,1.25,1.25,0,1.5,7.5,0.75,2.5,0.25,3.5
"121","W1B 4","W"," -   ",4,"","0.0003%",25,1.25,3.5,3,0.75,0.5,33.25,0.25,4.25,6.75,24.75,27.25,2,15.75,148.25,3,8.75,1.5,13.25
"122","W1C 2","W"," -   ",4,"","0.0003%",1.25,0.25,1.25,0,0.25,0,3.75,0.25,1.25,1,6.5,2.25,0.5,0.75,19.25,10.75,10.5,1,22.25
"123","EC3N 4","EC"," 9 ",5,"0.0003%","0.0003%",4.8,2.2,0.6,1.6,2,0.2,15.4,0,2.2,2.2,0.4,12.6,1.4,6,51.6,1.2,4,2,7.2
"124","EC3R 8","EC"," 9 ",5,"0.0003%","0.0003%",4,2.4,1.2,1.4,1.8,0,4.4,0,0.8,0.6,5.2,1,0.8,2.6,26.2,0.4,6,1.4,7.8
"125","EC1Y 2","EC"," 18 ",5,"0.0007%","0.0003%",0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0.2,0,0,0.2,0.2
"126","WC1V 7","WC"," -   ",6,"","0.0004%",1,1.83333333333333,3.66666666666667,0.166666666666667,0,0,4.5,0,0.333333333333333,1.16666666666667,2.33333333333333,4.83333333333333,1.16666666666667,2.5,23.5,1.33333333333333,5.83333333333333,0.666666666666667,7.83333333333333
"127","EC4A 2","EC"," 18 ",6,"0.0007%","0.0004%",5.16666666666667,0.166666666666667,0.833333333333333,0.333333333333333,0.166666666666667,0,2.83333333333333,0,0.333333333333333,0,1.33333333333333,0.666666666666667,0.166666666666667,1.5,13.5,1.33333333333333,8,0.166666666666667,9.5
"128","EC4M 7","EC"," 27 ",6,"0.0010%","0.0004%",6,1.33333333333333,1.66666666666667,1.5,1.83333333333333,1.5,10,0.666666666666667,0.333333333333333,0.166666666666667,1.66666666666667,4.33333333333333,0.833333333333333,5.5,37.3333333333333,0.833333333333333,9.83333333333333,1,11.6666666666667
"129","EC1A 4","EC"," -   ",7,"","0.0005%",12.1428571428571,4.28571428571429,1.14285714285714,1.57142857142857,1.14285714285714,0.857142857142857,12.2857142857143,0.142857142857143,2.28571428571429,1,4.14285714285714,10.8571428571429,8.14285714285714,4.42857142857143,64.4285714285714,0.428571428571429,6.28571428571429,1.28571428571429,8
"130","EC4R 0","EC"," -   ",7,"","0.0005%",0.285714285714286,0,0,0,0,0,0.285714285714286,0,0,0,0,0,0.142857142857143,0.142857142857143,0.857142857142857,0,0.285714285714286,0.142857142857143,0.428571428571429
"131","WC2R 0","WC"," -   ",7,"","0.0005%",24,2.28571428571429,3.57142857142857,1.57142857142857,1.28571428571429,0,21.7142857142857,0,4.28571428571429,1.42857142857143,7.28571428571429,7.42857142857143,2,11.7142857142857,88.5714285714286,2.57142857142857,7.28571428571429,2.71428571428571,12.5714285714286
"132","EC3N 1","EC"," 9 ",7,"0.0003%","0.0005%",10.1428571428571,1.57142857142857,1.14285714285714,0.285714285714286,1.14285714285714,0.142857142857143,5.28571428571429,0,1.42857142857143,0.571428571428571,2.42857142857143,1.42857142857143,0.285714285714286,2.57142857142857,28.4285714285714,0.428571428571429,5,0.571428571428571,6
"133","W1S 3","W"," -   ",9,"","0.0006%",4.88888888888889,1.22222222222222,2.22222222222222,1.88888888888889,0.444444444444444,0.222222222222222,7.66666666666667,0,0.555555555555556,1.11111111111111,21.8888888888889,3.88888888888889,3.88888888888889,4.44444444444444,54.3333333333333,0.444444444444444,12.2222222222222,0.777777777777778,13.4444444444444
"134","EC4A 1","EC"," 9 ",9,"0.0003%","0.0006%",3.33333333333333,2,0.777777777777778,0.444444444444444,0.555555555555556,0.555555555555556,5.22222222222222,0.222222222222222,1,0.888888888888889,3.88888888888889,3.66666666666667,0.555555555555556,3.22222222222222,26.3333333333333,0.111111111111111,2.77777777777778,0.555555555555556,3.44444444444444
"135","EC4A 3","EC"," -   ",11,"","0.0007%",2,0,0,0,0.0909090909090909,0,0.727272727272727,0.0909090909090909,0.0909090909090909,0,0,0,0.0909090909090909,0.363636363636364,3.45454545454545,0.0909090909090909,1.09090909090909,0.181818181818182,1.36363636363636
"136","WC2N 5","WC"," -   ",11,"","0.0007%",22.6363636363636,1,0.727272727272727,1.90909090909091,2,0.818181818181818,24.6363636363636,0.636363636363636,3.90909090909091,3.45454545454545,3.36363636363636,12.2727272727273,2.09090909090909,10.9090909090909,90.3636363636364,2.36363636363636,4.45454545454545,1.81818181818182,8.63636363636364
"137","EC1V 1","EC"," 9 ",10,"0.0003%","0.0007%",2.4,0.5,0.6,0.6,3.3,0,3.2,0.1,1.2,0.8,0,5.9,1.4,3.5,23.5,0.2,2.6,1.7,4.5
"138","EC4V 3","EC"," 9 ",10,"0.0003%","0.0007%",2,0.8,0.4,0.4,0,0,0.8,0,0.5,0.1,0,0.4,0,0.6,6,0.1,3.3,1,4.4
"139","SW8 5","SW"," 9 ",10,"0.0003%","0.0007%",11.9,4.6,5.7,3.2,2.9,0.6,17.3,0.3,3.9,1.9,3,1.9,5.9,23.5,86.6,1.6,3.5,4.2,9.3
"140","E14 5","E"," 27 ",11,"0.0010%","0.0007%",6,5.36363636363636,1.81818181818182,2.36363636363636,0.727272727272727,1.63636363636364,16.5454545454545,0.181818181818182,2.81818181818182,0.454545454545455,25.1818181818182,2.36363636363636,1.63636363636364,10.1818181818182,77.2727272727273,1.81818181818182,12,0.818181818181818,14.6363636363636
"141","EC1M 4","EC"," -   ",12,"","0.0008%",0.0833333333333333,0.666666666666667,1.66666666666667,0.25,0.5,0.0833333333333333,2.08333333333333,0,0.333333333333333,0.666666666666667,0.25,4.58333333333333,0.5,1,12.6666666666667,0.25,4.08333333333333,0.25,4.58333333333333
"142","EC4V 5","EC"," -   ",13,"","0.0009%",0.769230769230769,0.307692307692308,0.692307692307692,0.461538461538462,0.230769230769231,0,2,0,0.615384615384615,0,0.153846153846154,0.384615384615385,0.307692307692308,1.15384615384615,7.07692307692308,0.0769230769230769,1.30769230769231,0.153846153846154,1.53846153846154
"143","SW1E 5","SW"," -   ",14,"","0.0009%",0.428571428571429,0.571428571428571,0.714285714285714,0.928571428571429,0.285714285714286,0.214285714285714,6.5,0.214285714285714,1.78571428571429,0.928571428571429,4.14285714285714,2.14285714285714,0.142857142857143,4.42857142857143,23.4285714285714,1.07142857142857,2.5,0.785714285714286,4.35714285714286
"144","W1J 0","W"," -   ",14,"","0.0009%",5.92857142857143,0.214285714285714,0.642857142857143,0.428571428571429,0.428571428571429,0.214285714285714,8.07142857142857,0.142857142857143,1.14285714285714,0.928571428571429,4.21428571428571,6.85714285714286,0.285714285714286,4.42857142857143,33.9285714285714,0.428571428571429,3.35714285714286,0.142857142857143,3.92857142857143
"145","EC1A 7","EC"," 9 ",13,"0.0003%","0.0009%",2.92307692307692,2.07692307692308,1.07692307692308,1,0.461538461538462,0.153846153846154,5.46153846153846,0.0769230769230769,0.692307692307692,0.153846153846154,0.0769230769230769,1.76923076923077,1.30769230769231,3.15384615384615,20.3846153846154,0.0769230769230769,1.46153846153846,0.384615384615385,1.92307692307692
"146","E14 4","E"," 18 ",13,"0.0007%","0.0009%",6.38461538461539,4.30769230769231,1.30769230769231,1.38461538461538,1.30769230769231,0.461538461538462,11.9230769230769,0.461538461538462,2,1.30769230769231,5.84615384615385,2.23076923076923,1.15384615384615,6.15384615384615,46.2307692307692,0.461538461538462,7.07692307692308,1,8.53846153846154
"147","SW1H 0","SW"," -   ",15,"","0.0010%",13.7333333333333,0.2,0.866666666666667,0.466666666666667,0,0,1.66666666666667,0.0666666666666667,0.2,0,0.0666666666666667,0.6,0,1.6,19.4666666666667,0.133333333333333,1.4,0,1.53333333333333
